Player,Hold_Count,sRE24,sTmRDiff,aTmRDiff,a_aLI,sIR,aIR,TmRS,sWPA,aWPA,sIP,aIP,sH,aH,sR,aR,sER,aER,sUER,aUER,sHR,aHR,sBB,aBB,sIBB,aIBB,s_SO,aSO,sHBP,aHBP,sBK,aBK,sWP,aWP,sBF,aBF,sBR,aBR,sIS,aIS,Hold_n_Loss,5+_Holds,Team,BONUS,ERA,FIP,K/9,BB/9,BAA,OBP,WHIP,RA9,Team_Sit_Player,SV,BS,MY_STATs_FINALLY,xHOLDS,is_xHolds_M/L_Holds,Teams_Holds,Better_xHolds,player_id
Shawn Armstrong,12,3.49,30,2.5,1.394166667,6,0.5,,0.679,0.056583333,9  2/3 , 29/36,6,0.5,1,0.083333333,1,0.083333333,0,0,0,0,1,0.083333333,0,0,11,0.916666667,2,0.166666667,0,0,0,0,38,3.166666667,10,0.833333333,1,0.083333333,0,TRUE,TEX,,0.931034483,1.790172414,1.222222222,0.111111111,0.157894737,0.236842105,0.724137931,0.931034483,146,9,3,,12.24657534,TRUE,80,12.63016438,542888
Chris Martin,13,6.69,22,1.692307692,1.803076923,6,0.461538462,,1.236,0.095076923,11  1/3 , 34/39,7,0.538461538,0,0,0,0,0,0,0,0,1,0.076923077,1,0.076923077,14,1.076923077,0,0,0,0,1,0.076923077,41,3.153846154,8,0.615384615,1,0.076923077,0,TRUE,TEX,,0,0.929117647,1.555555556,0.111111111,0.170731707,0.195121951,0.705882353,0,146,2,3,,13.26712329,TRUE,80,13.68267808,455119
Robert Garcia,15,1.86,22,1.466666667,1.634,2,0.133333333,,0.535,0.035666667,11  2/3 ,  7/9 ,11,0.733333333,4,0.266666667,4,0.266666667,0,0,1,0.066666667,5,0.333333333,0,0,13,0.866666667,0,0,0,0,0,0,50,3.333333333,16,1.066666667,0,0,0,TRUE,TEX,,3.085714286,3.306428571,1.444444444,0.555555556,0.22,0.32,1.371428571,3.085714286,146,9,7,,15.30821918,TRUE,80,15.78770548,676395
Luis Curvelo,2,0.66,-1,-0.5,1.145,1,0.5,,0.12,0.06,1  1/3 ,  2/3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,4,2,0,0,0,0,0,FALSE,TEX,,0,1.635,0.111111111,0,0,0,0,0,146,0,2,,2.04109589,TRUE,80,2.105027397,681168
Cole Winn,4,3,1,0.25,1.6975,2,0.5,,0.541,0.13525,4  2/3 ,1  1/6 ,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,5,1.25,0,0,0,0,0,0,16,4,3,0.75,0,0,0,FALSE,TEX,,0,0.992142857,0.555555556,0,0.1875,0.1875,0.642857143,0,146,0,0,,4.082191781,TRUE,80,4.210054795,668390
Jacob Webb,7,0.76,12,1.714285714,1.508571429,2,0.285714286,,0.063,0.009,7      ,1      ,3,0.428571429,3,0.428571429,1,0.142857143,2,0.285714286,1,0.142857143,3,0.428571429,0,0,7,1,1,0.142857143,0,0,0,0,29,4.142857143,9,1.285714286,0,0,0,TRUE,TEX,,1.285714286,4.706428571,0.777777778,0.333333333,0.103448276,0.24137931,0.857142857,3.857142857,146,1,2,,7.143835616,TRUE,80,7.36759589,657097
Jacob Latz,1,0.47,-1,-1,1.11,0,0,,0.083,0.083,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,TEX,,0,1.135,0.111111111,0,0,0,0,0,146,1,0,,1.020547945,TRUE,80,1.052513699,656641
Gerson Garabito,1,0.91,1,1,1.43,0,0,,0.126,0.126,2      ,2      ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8,8,2,2,0,0,0,FALSE,TEX,,0,1.135,0.222222222,0,0.25,0.25,1,0,146,0,0,,1.020547945,TRUE,80,1.052513699,642520
Marc Church,1,-0.41,3,3,1.66,0,0,,-0.048,-0.048,  1/3 ,  1/3 ,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,FALSE,TEX,,0,12.135,0,0.111111111,0.333333333,0.666666667,6,0,146,0,1,,1.020547945,TRUE,80,1.052513699,687847
Justin Bruihl,4,-0.69,16,4,1.725,3,0.75,,-0.061,-0.01525,2  1/3 ,  7/12,3,0.75,2,0.5,1,0.25,1,0.25,0,0,1,0.25,1,0.25,4,1,0,0,0,0,0,0,10,2.5,4,1,1,0.25,0,FALSE,TOR,,3.857142857,0.992142857,0.444444444,0.111111111,0.3,0.4,1.714285714,7.714285714,161,0,0,,3.701863354,FALSE,96,3.817813665,677865
Mason Fluharty,6,2.04,6,1,1.321666667,1,0.166666667,,0.263,0.043833333,6  1/3 ,1  1/18,1,0.166666667,1,0.166666667,1,0.166666667,0,0,1,0.166666667,2,0.333333333,1,0.166666667,8,1.333333333,0,0,0,0,0,0,22,3.666666667,3,0.5,0,0,0,TRUE,TOR,,1.421052632,3.608684211,0.888888889,0.222222222,0.045454545,0.136363636,0.473684211,1.421052632,161,1,2,,5.552795031,FALSE,96,5.726720497,689254
Brendon Little,30,8.39,54,1.8,1.740666667,16,0.533333333,,1.386,0.0462,25      ,  5/6 ,16,0.533333333,9,0.3,6,0.2,3,0.1,1,0.033333333,16,0.533333333,0,0,42,1.4,2,0.066666667,0,0,5,0.166666667,106,3.533333333,35,1.166666667,2,0.066666667,1,TRUE,TOR,,2.16,2.455,4.666666667,1.777777778,0.150943396,0.320754717,1.28,3.24,161,1,3,,27.76397516,FALSE,96,28.63360248,663893
Tommy Nance,5,1.84,12,2.4,1.308,1,0.2,,0.224,0.0448,4  2/3 , 14/15,4,0.8,4,0.8,3,0.6,1,0.2,0,0,0,0,0,0,6,1.2,0,0,0,0,0,0,19,3.8,5,1,0,0,0,TRUE,TOR,,5.785714286,0.563571429,0.666666667,0,0.210526316,0.210526316,0.857142857,7.714285714,161,0,0,,4.627329193,FALSE,96,4.772267081,667297
Eric Lauer,1,0.49,3,3,0.66,0,0,,0.05,0.05,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,TOR,,0,3.135,0,0,0,0,0,0,161,0,0,,0.925465839,FALSE,96,0.954453416,641778
Yariel Rodríguez,14,10.28,34,2.428571429,1.635,13,0.928571429,,1.356,0.096857143,17  1/3 ,1  5/21,7,0.5,2,0.142857143,2,0.142857143,0,0,0,0,6,0.428571429,1,0.071428571,18,1.285714286,0,0,0,0,0,0,62,4.428571429,13,0.928571429,2,0.142857143,0,TRUE,TOR,,1.038461538,2.096538462,2,0.666666667,0.112903226,0.209677419,0.75,1.038461538,161,2,1,,12.95652174,FALSE,96,13.36234783,684320
Braydon Fisher,5,1.18,10,2,2.232,4,0.8,,0.359,0.0718,4      ,  4/5 ,3,0.6,2,0.4,2,0.4,0,0,0,0,1,0.2,0,0,8,1.6,0,0,0,0,0,0,16,3.2,4,0.8,0,0,0,TRUE,TOR,,4.5,-0.115,0.888888889,0.111111111,0.1875,0.25,1,4.5,161,0,1,,4.627329193,FALSE,96,4.772267081,680755
Chad Green,7,1.1,10,1.428571429,1.522857143,4,0.571428571,,0.411,0.058714286,5  2/3 , 17/21,3,0.428571429,2,0.285714286,2,0.285714286,0,0,2,0.285714286,3,0.428571429,1,0.142857143,4,0.571428571,0,0,0,0,0,0,22,3.142857143,6,0.857142857,1,0.142857143,0,TRUE,TOR,,3.176470588,7.899705882,0.444444444,0.333333333,0.136363636,0.272727273,1.058823529,3.176470588,161,1,0,,6.47826087,FALSE,96,6.681173913,643338
Nick Sandlin,5,2.93,18,3.6,1.47,2,0.4,,0.33,0.066,4  1/3 , 13/15,3,0.6,0,0,0,0,0,0,0,0,1,0.2,0,0,5,1,0,0,0,0,0,0,16,3.2,4,0.8,0,0,0,TRUE,TOR,,0,1.519615385,0.555555556,0.111111111,0.1875,0.25,0.923076923,0,161,1,3,,4.627329193,FALSE,96,4.772267081,680704
Yimi García,6,2.87,9,1.5,1.861666667,2,0.333333333,,0.38,0.063333333,5  2/3 , 17/18,3,0.5,0,0,0,0,0,0,0,0,3,0.5,0,0,7,1.166666667,1,0.166666667,0,0,1,0.166666667,23,3.833333333,7,1.166666667,0,0,0,TRUE,TOR,,0,2.782058824,0.777777778,0.333333333,0.130434783,0.304347826,1.058823529,0,161,3,4,,5.552795031,FALSE,96,5.726720497,554340
Clayton Beeter,9,4.14,11,1.222222222,1.514444444,1,0.111111111,,0.699,0.077666667,8  1/3 , 25/27,1,0.111111111,0,0,0,0,0,0,0,0,4,0.444444444,0,0,10,1.111111111,0,0,0,0,1,0.111111111,29,3.222222222,5,0.555555556,0,0,0,TRUE,WSN,,0,2.175,1.111111111,0.444444444,0.034482759,0.172413793,0.6,0,133,1,2,,10.08270677,TRUE,76,10.3985188,690925
Konnor Pilkington,5,1.77,10,2,1.082,0,0,,0.236,0.0472,4  1/3 , 13/15,3,0.6,0,0,0,0,0,0,0,0,2,0.4,0,0,6,1.2,0,0,0,0,0,0,17,3.4,5,1,0,0,0,TRUE,WSN,,0,1.750384615,0.666666667,0.222222222,0.176470588,0.294117647,1.153846154,0,133,0,0,,5.601503759,TRUE,76,5.776954887,663455
Julian Fernández,1,-0.5,1,1,1.37,0,0,,-0.023,-0.023,1      ,1      ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,2,2,0,0,0,FALSE,WSN,,9,19.135,0,0.111111111,0.2,0.4,2,9,133,0,0,,1.120300752,TRUE,76,1.155390977,642759
Jackson Rutledge,3,0.41,5,1.666666667,1.266666667,2,0.666666667,,0.114,0.038,2  1/3 ,  7/9 ,1,0.333333333,1,0.333333333,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,2,0.666666667,1,0.333333333,0,0,0,0,10,3.333333333,3,1,0,0,0,FALSE,WSN,,3.857142857,9.563571429,0.222222222,0.111111111,0.1,0.3,0.857142857,3.857142857,133,0,0,,3.360902256,TRUE,76,3.466172932,671131
Cole Henry,10,3,16,1.6,1.737,5,0.5,,0.467,0.0467,8  1/3 ,  5/6 ,4,0.4,3,0.3,3,0.3,0,0,0,0,7,0.7,0,0,6,0.6,0,0,0,0,0,0,37,3.7,12,1.2,1,0.1,1,TRUE,WSN,,3.24,4.215,0.666666667,0.777777778,0.108108108,0.297297297,1.32,3.24,133,2,0,,11.20300752,TRUE,76,11.55390977,669371
Jose A. Ferrer,21,6.35,38,1.80952381,1.87047619,12,0.571428571,,1.489,0.070904762,20      , 20/21,17,0.80952381,7,0.333333333,7,0.333333333,0,0,0,0,3,0.142857143,0,0,19,0.904761905,2,0.095238095,0,0,0,0,81,3.857142857,22,1.047619048,2,0.095238095,0,TRUE,WSN,,3.15,1.985,2.111111111,0.333333333,0.209876543,0.271604938,1,3.15,133,11,4,,23.52631579,TRUE,76,24.26321053,678606
PJ Poulin,5,1.82,16,3.2,1.432,2,0.4,,0.188,0.0376,4  1/3 , 13/15,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,4,0.8,1,0.2,0,0,0,0,17,3.4,5,1,0,0,0,TRUE,WSN,,0,3.365769231,0.444444444,0.222222222,0.058823529,0.235294118,0.692307692,0,133,1,2,,5.601503759,TRUE,76,5.776954887,676571
Shinnosuke Ogasawara,1,0.49,1,1,1.26,0,0,,0.095,0.095,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,WSN,,0,1.135,0.111111111,0,0,0,0,0,133,0,0,,1.120300752,TRUE,76,1.155390977,829272
Brad Lord,7,4.57,12,1.714285714,1.4,2,0.285714286,,0.717,0.102428571,10      ,1  3/7 ,3,0.428571429,1,0.142857143,1,0.142857143,0,0,0,0,3,0.428571429,0,0,8,1.142857143,0,0,0,0,0,0,34,4.857142857,6,0.857142857,1,0.142857143,0,TRUE,WSN,,0.9,2.435,0.888888889,0.333333333,0.088235294,0.176470588,0.6,0.9,133,0,0,,7.842105263,TRUE,76,8.087736842,695418
Jorge López,5,0.44,7,1.4,1.862,1,0.2,,0.28,0.056,4  2/3 , 14/15,5,1,2,0.4,2,0.4,0,0,0,0,2,0.4,0,0,1,0.2,0,0,0,0,0,0,19,3.8,7,1.4,0,0,0,TRUE,WSN,,3.857142857,3.992142857,0.111111111,0.222222222,0.263157895,0.368421053,1.5,3.857142857,133,1,3,,5.601503759,TRUE,76,5.776954887,605347
Eduardo Salazar,2,0.98,3,1.5,1.35,0,0,,0.167,0.0835,2      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,6,3,1,0.5,0,0,0,FALSE,WSN,,0,2.135,0.111111111,0,0,0,0,0,133,0,1,,2.240601504,TRUE,76,2.310781955,674285
Lucas Sims,1,0.47,1,1,1.08,0,0,,0.074,0.074,1  1/3 ,1  1/3 ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,5,5,1,1,0,0,0,FALSE,WSN,,0,2.385,0.222222222,0.111111111,0,0.2,0.75,0,133,0,1,,1.120300752,TRUE,76,1.155390977,608371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Importance (0-10),8,8,3,4,8,4,8,BLANK,8,8,8      ,8      ,7,7,8,7,6,6,2,2,5,5,5,5,2,2,8,8,3,3,3,3,6,6,8,8,9,9,6,6,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,
Player,Hold_Count,sRE24,sTmRDiff,aTmRDiff,a_aLI,sIR,aIR,TmRS,sWPA,aWPA,sIP,aIP,sH,aH,sR,aR,sER,aER,sUER,aUER,sHR,aHR,sBB,aBB,sIBB,aIBB,s_SO,aSO,sHBP,aHBP,sBK,aBK,sWP,aWP,sBF,aBF,sBR,aBR,sIS,aIS,Hold_n_Loss,,,,,,,,,,,,,,,,,235,,,
